text,pages,block_types
"，必须同时安装轮胎压力警告阀和发射器。
安装新轮胎压力警告阀和发射器时，必须将新ID 代码注册至轮胎压力警告计算机，且必须初始化轮胎压力警告系统。请联系您的丰田汽车经销商注册轮胎压力警告阀和发射器ID 代码。(P.291)
更换轮胎和车轮
如果未注册轮胎压力警告阀和发射器的ID 代码，则轮胎压力警告系统将无法正常工作。行驶约10 分钟后，轮胎压力警告灯闪烁，指示系统出现故障。
287
保养和维护
注意
■维修或更换轮胎、车轮、轮胎 压力警告阀、发射器和轮胎气 门嘴盖
●拆卸或安装车轮、轮胎或轮胎压力警告阀和发射器时，请联系您的丰田汽车经销商，因为如果处理不当，可能损坏轮胎压力警告阀和发射器。
●请确保安装轮胎气门嘴盖。如果未安装轮胎气门嘴盖，水可能进入轮胎压力警告阀且轮胎压力警告阀可能阻滞。
●更换轮胎气门嘴盖时，请勿使用规定外的轮胎气门嘴盖。否则，气门嘴盖可能卡住。
■避免损坏轮胎压力警告阀和发射器
使用液体密封胶维修轮胎时，轮胎压力警告阀和发射器可能无法正常 作 如果使用了液体密封胶 请尽快联系您的丰田汽车经销商或其他有资质的维修店。更换轮胎时确保更换轮胎压力警告阀和发射器。(P.287)
轮胎换位后注册各车轮的位置
轮胎换位后需要注册各车轮的位置。
可自行进行车轮位置注册。向前行驶并适当左右转向即可进行车轮位置注册。但是，根据行驶条件和行驶环境，可能需要一段时间来完成注册。","287,288","aside_text,page_number,text"
"时确保更换轮胎压力警告阀和发射器。(P.287)
轮胎换位后注册各车轮的位置
轮胎换位后需要注册各车轮的位置。
可自行进行车轮位置注册。向前行驶并适当左右转向即可进行车轮位置注册。但是，根据行驶条件和行驶环境，可能需要一段时间来完成注册。
1 将车辆停驻在安全地点，等待约20分钟，然后起动发动机。
车辆移动时无法执行车轮位置注册程序。
2 选择多信息显示屏上的，然后按下 。
3 按下仪表控制开关选择“ 车辆设定”，然后按住 。
4 按下仪表控制开关选择“TPWS 设定 ”，然后按下。
5 按下仪表控制开关选择“ 轮胎转动”，然后按下 。
选择“是”，然后按下 。book.com多信息显示屏上将显示信息，指示正在进行车轮位置注册。各轮胎气压将显示为“---”，并将开始车轮位置注册。
7 以约 40 km/h（公里 / 小时）或更高速度直线行驶（偶尔左右转向）约10至30分钟。
车轮位置注册完成时，多信息显示屏上将显示指示注册已完成的信息和各轮胎气压。
即使无法以约40 km/h（公里/小时）或更高的速度持续驾驶车辆，也可通过长时间驾驶来完成注册。然而，如果驾驶1小时或更长时间后仍未完成注册，则将车辆停驻在安全地点并将发动机开关置于ON 约15 分钟或更长时间，然后继续驾驶车辆。
288
■进行车轮位置注册时
●通常可在约30分钟内完成车轮位置注册。","288,289","page_number,text"
"辆，也可通过长时间驾驶来完成注册。然而，如果驾驶1小时或更长时间后仍未完成注册，则将车辆停驻在安全地点并将发动机开关置于ON 约15 分钟或更长时间，然后继续驾驶车辆。
288
■进行车轮位置注册时
●通常可在约30分钟内完成车轮位置注册。
●以约40 km/h（公里/小时）或更高的速度驾驶车辆时，进行车轮位置注册。
■车轮位置注册程序
●如果在注册车轮位置时关闭发动机开关，则下一次将发动机开关切换至ON 时将恢复车轮位置注册，无需重新开始该程序。
●正在判定各车轮位置且未显示气压时，如果轮胎气压下降，则轮胎压力警告灯将点亮。
■如果无法轻松注册车轮位置
●在下列情况下，完成车轮位置注册的时间可能比平时要长或可能无法完成注册。
如果已将轮胎气压调节至规定等级，则通过在多信息显示屏上选择规定的气压来执行轮胎气压设定程序。
轮胎气 在规定范围内时 如使用了不符合规定规格的轮胎时），使用当前压力设定轮胎气压。进行轮胎压力设定前，确保将每个轮胎的轮胎气 调节 适当等级。轮胎压力警告系统基于此轮胎气压工作。
■ 通过选择规定的轮胎气压进行设定
1 将车辆停驻在安全地点，然后起动发动机。
车辆移动时无法设定轮胎气压。
2 选择多信息显示屏上的，然后按下 。
• 车辆在未铺砌的道路上行驶
• 如果驾驶1小时或更长时间后仍未完成车轮位置注册，则将车辆停驻在安全地点约15 分钟，然后继续驾驶车辆。",289,text
"停驻在安全地点，然后起动发动机。
车辆移动时无法设定轮胎气压。
2 选择多信息显示屏上的，然后按下 。
• 车辆在未铺砌的道路上行驶
• 如果驾驶1小时或更长时间后仍未完成车轮位置注册，则将车辆停驻在安全地点约15 分钟，然后继续驾驶车辆。
●如果在车轮位置注册期间倒车，则之前收集的所有数据将清除。再次驾驶车辆。
3 按下仪表控制开关选择“ 车ook.com辆设定”，然后按住 。
4 按下仪表控制开关选择“TPWS 设定 ”，然后按下。
设定轮胎压力
在下列情况下，需执行轮胎压力警告系统的轮胎气压设定程序。
由于载重等导致规定的轮胎气压改变时。
轮胎气压改变时，如轮胎规格改变时。
5 按下仪表控制开关选择“ 胎压设定”，然后按下 。
6 按下仪表控制开关选择“ 按指定压力设定”，然后按下。
7 选择所需轮胎压力，然后按下 。
轮胎压力警告灯将缓慢闪烁3次。设定轮胎气压后，多信息显示屏上将显示信息，指示设定已完成。
289
保养和维护
■如果无法轻松设定轮胎气压
●如果在开始轮胎气压设定程序时轮胎压力警告灯未闪烁3次，则程序可能尚未开始。重新从头开始执行程序。
●如果执行以上程序后无法完成轮胎气压设定程序，请联系您的丰田汽车经销商。
■ 使用当前轮胎气压进行设定www.car
警告
■进行轮胎压力设定前","289,290","aside_text,page_number,text"
"果在开始轮胎气压设定程序时轮胎压力警告灯未闪烁3次，则程序可能尚未开始。重新从头开始执行程序。
●如果执行以上程序后无法完成轮胎气压设定程序，请联系您的丰田汽车经销商。
■ 使用当前轮胎气压进行设定www.car
警告
■进行轮胎压力设定前
进行轮胎压力设定前，确保将每个轮胎的轮胎气压调节至适当等级。否则，即使轮胎气压下降，轮胎压力警告灯也可能不亮，或即使轮胎气压正常，警告灯也可能点亮。
1 将车辆停驻在安全地点，然后起动发动机。
车辆移动时无法设定轮胎气压。
2 选择多信息显示屏上的，然后按下 。
3 按下仪表控制开关选择 “车辆设定”，然后按住 。
4 按下仪表控制开关选择“TPWS 设定 ”，然后按下。
5 按下仪表控制开关选择“ 胎压设定”，然后按下 。
6 按下仪表控制开关选择“ 按当前压力设定”，然后按下。
轮胎压力警告灯将缓慢闪烁3次，且多信息显示屏上将显示信息，指示正在设定轮胎气压。
设定轮胎气压后，多信息显示屏上将显示信息，指示设定已完成。
■轮胎压力警告系统的警告性能
●使用当前轮胎气压进行轮胎压力设定时，轮胎压力警告系统的警告时间将根据进行轮胎压力设定的条件而变化。因此，即使轮胎气压略微下降或轮胎气压增加到高于设定的轮胎气压，也可能发出警告。
●调节轮胎气压后，确保进行轮胎压力设定程序。此外，进行轮胎压力设定程序或调节轮胎气压前，确保轮胎处于冷态。",290,text
"警告系统的警告时间将根据进行轮胎压力设定的条件而变化。因此，即使轮胎气压略微下降或轮胎气压增加到高于设定的轮胎气压，也可能发出警告。
●调节轮胎气压后，确保进行轮胎压力设定程序。此外，进行轮胎压力设定程序或调节轮胎气压前，确保轮胎处于冷态。
■轮胎气压设定程序
●如果在设定轮胎气压时关闭发动机开关，则下一次将发动机开关切换至ON 时将恢复设定程序，无需重新开始该程序。
290
如果不必要地开始轮胎气压设定程序，则在轮胎处于冷态时将轮胎气压调节至规定等级，然后通过选择规定的轮胎气压来执行设定，或使用当前轮胎气压执行轮胎气压设定程序。
■如果无法轻松设定轮胎气压
●通常可在2或3分钟内完成轮胎气压设定程序。
●如果在开始轮胎气压设定程序时轮胎压力警告灯未闪烁3次，则程序可能尚未开始。重新从头开始执行程序。
●如果执行以上程序后无法完成轮胎气压设定程序，请联系您的丰田汽车经销商。
注册ID 代码
轮胎压力警告阀和发射器具有唯一的ID代码。安装新轮胎压力警告阀和发射器时，必须将新ID代码注册至轮胎压力警告计算机。
可以自行注册ID代码，但根据行驶条件和行驶环境，可能需要一段时间来完成注册。
使用已注册所有ID代码的轮组时，可在短时间内变更轮组。
进行ID代码注册之前，确保车辆附近没有带轮胎压力警告阀和发射器的车轮。
1 将车辆停驻在安全地点，等待约20分钟，然后起动发动机。","290,291","page_number,text"
"据行驶条件和行驶环境，可能需要一段时间来完成注册。
使用已注册所有ID代码的轮组时，可在短时间内变更轮组。
进行ID代码注册之前，确保车辆附近没有带轮胎压力警告阀和发射器的车轮。
1 将车辆停驻在安全地点，等待约20分钟，然后起动发动机。
车辆移动时无法执行ID 代码注册程序。
2 选择多信息显示屏上的，然后按下 。
3 按下仪表控制开关选择“ 车辆设定”，然后按住 。
4 按下仪表控制开关选择“TPWS 设定 ”，然后按下。
5 按下仪表控制开关选择“ 轮胎组切换”，然后按下。
<sub>6 按下仪表控制开关选择“ 注</sub>ook.com册新阀门/ID”，然后按下。
7 按下仪表控制开关选择“ 轮胎组1” 或“ 轮胎组2”。然后按下 。
ID代码将注册至显示的轮组。
选择显示的轮组，然后选择要注册的轮组，即可变更要注册的轮组。
如果该轮组的ID 代码已注册，则轮胎压力警告灯将缓慢闪烁3次，且多信息显示屏上将显示指示正在进行变更的信息。
291
保养和维护
8 选择“ 是”，然后按下 。
轮胎压力警告灯将缓慢闪烁 3次，且多信息显示屏上将显示指示正在进行 ID代码注册的信息。将取消轮组变更并将开始注册。
进行注册时，轮胎压力警告灯将闪烁约 1分钟然后点亮，各轮胎气压在多信息显示屏上显示为“---”。","291,292","aside_text,page_number,text"
"择“ 是”，然后按下 。
轮胎压力警告灯将缓慢闪烁 3次，且多信息显示屏上将显示指示正在进行 ID代码注册的信息。将取消轮组变更并将开始注册。
进行注册时，轮胎压力警告灯将闪烁约 1分钟然后点亮，各轮胎气压在多信息显示屏上显示为“---”。
9 <sub>以</sub>约 40 km/h<sub>（公里</sub> / 小时<sub>）</sub>www.caro或更高速度直线行驶（偶尔左右转向）约10至30分钟。
注册完成时，轮胎压力警告灯将熄灭且多信息显示屏上将显示指示注册已完成的信息。
如果车速无法保持在约 40 km/h（公里/小时）或更高，则完成注册的时间可能比平时要长。如果驾驶 1小时或更长时间后仍未完成注册，则重新从头开始执行注册程序。
10如果所安装轮组的轮胎气压与之前设定的不同，则需要执行轮胎压力警告系统的轮胎气压设定程序。
如果规定的轮胎气压相同，则无需执行轮胎气压设定程序。
■注册 ID 代码时
●通常可在约30分钟内完成ID代码注册。
●以约 40 km/h（公里/小时）或更高的速度驾驶车辆时，进行 ID代码注册。
■如果无法轻松注册 ID 代码
●在下列情况下，完成ID 代码注册的时间可能比平时要长或可能无法完成 ID 代码注册。
• 驾驶前，车辆未停驻约 20分钟或更长时间时
• 未以约 40 km/h（公里/ 小时）或更高的速度驾驶车辆",292,text
"码注册。
■如果无法轻松注册 ID 代码
●在下列情况下，完成ID 代码注册的时间可能比平时要长或可能无法完成 ID 代码注册。
• 驾驶前，车辆未停驻约 20分钟或更长时间时
• 未以约 40 km/h（公里/ 小时）或更高的速度驾驶车辆
• 车辆在未铺砌的道路上行驶
• 车辆靠近其他车辆行驶且系统无法从这些车辆中识别本车的轮胎压力警告阀和发射器
• 安装有轮胎压力警告阀和发射器的车轮位于车辆内侧或车辆附近book.com●如果在注册期间倒车，则之前收集的所有数据将清除。再次驾驶车辆。
●如果在开始ID代码注册程序至步骤 8 时轮胎压力警告灯未闪烁3次，则程序可能尚未开始。重新从头开始执行程序。
●如果驾驶 1小时或更长时间后仍未完成注册，则重新从头开始执行 ID 代码注册程序。
●如果即使执行以上程序后仍无法注册 ID 代码，请联系您的丰田汽车经销商。
■取消 ID 代码注册
开始注册ID 代码后，要取消注册，请再次选择多信息显示屏上的“注册新阀门/ID”。
如果已取消ID 代码注册，则轮胎压力警告灯将熄灭。
292
如果警告灯不熄灭，则可能未正确取消 ID代码注册。要取消注册，请选择多信息显示屏上的 “注册新阀门 /ID”。
选择轮组
本车配备轮胎压力警告系统，可注册两组ID代码。可以注册副轮组，例如冬季轮组。","292,293","page_number,text"
"码注册，则轮胎压力警告灯将熄灭。
292
如果警告灯不熄灭，则可能未正确取消 ID代码注册。要取消注册，请选择多信息显示屏上的 “注册新阀门 /ID”。
选择轮组
本车配备轮胎压力警告系统，可注册两组ID代码。可以注册副轮组，例如冬季轮组。
仅在副轮组已注册至系统时，才可变更轮组。如果尚未注册副轮组，则将显示“切换尚未完成请参见用户手册” 且将无法切换至所选轮组。
可自行注册ID代码。
只能在两个已注册的轮组之间进行变更，不支持这些轮www.car组的混合。
注册ID代码时，可能无法在轮组之间正常变更。在轮组之间变更前，请取消注册。
1 安装所需轮组。
2 选择多信息显示屏上的，然后按下 。
3 按下仪表控制开关选择 “车辆设定”，然后按住 。
4 按下仪表控制开关选择“TPWS 设定 ”，然后按下。
5 按下仪表控制开关选择 “轮胎组切换”，然后按下。
6 按下仪表控制开关选择“ 注册新阀门/ID”，然后按下。
7 按下仪表控制开关选择“ 轮胎组1” 或“ 轮胎组2”。然后按下 。
8 选择“是”，然后按下 。轮胎压力警告灯将缓慢闪烁3次，且多信息显示屏上将显示指示正在进行ID 代码注册的信息。将取消轮组变更并将开始注册。
进行注册时，轮胎压力警告灯将闪烁约1分钟然后点亮 各轮胎气压在多信息显示屏上显示为“---”",293,text
"。
8 选择“是”，然后按下 。轮胎压力警告灯将缓慢闪烁3次，且多信息显示屏上将显示指示正在进行ID 代码注册的信息。将取消轮组变更并将开始注册。
进行注册时，轮胎压力警告灯将闪烁约1分钟然后点亮 各轮胎气压在多信息显示屏上显示为“---”
约2分钟后，轮组变更将完成，轮胎压力警告灯将熄灭，且多信息<sub>显示屏上</sub>将<sub>显示</sub>完成信息<sub>。</sub>book.com
如果约4分钟后变更未完成，则将显示指示变更无法完成的信息。检查安装了哪个轮组并重新从头开始执行变更程序。
9 如果所安装轮组的规定轮胎气压与之前设定的不同，则需要执行轮胎压力警告系统的轮胎气压设定程序。(P.289)
保养和维护
293
如果规定的轮胎气压相同，则无需执行轮胎气压设定程序。
10注册各车轮的位置。
轮胎气压
确保保持适当的轮胎气压。应至少每月检查一次轮胎气压。不过，丰田公司建议每两周检查一次轮胎气压。
(P.356)
■轮胎气压不正确的后果
驾驶轮胎气压不正确的车辆可能导致下列后果:
●燃油经济性降低
●驾驶舒适性降低且操控性变差
●由于磨损导致轮胎使用寿命缩短
●安全性降低
●传动系损坏
如果轮胎需要经常充气，请联系您的丰田汽车经销商对其进行检查。www.carobook.com
■轮胎气压检查指南
检查轮胎气压时请遵守下列事项:","293,294","page_number,text"
"降低
●驾驶舒适性降低且操控性变差
●由于磨损导致轮胎使用寿命缩短
●安全性降低
●传动系损坏
如果轮胎需要经常充气，请联系您的丰田汽车经销商对其进行检查。www.carobook.com
■轮胎气压检查指南
检查轮胎气压时请遵守下列事项:
●仅在轮胎处于冷态时进行检查。如果车辆已停放了至少 3个小时，或行驶未超过 1.5 km（公里），此时检查能得到准确的冷轮胎气压读数。
●务必使用胎压表。
仅根据轮胎外观难以判断轮胎充气是否适当。
●行驶后轮胎内产生热量，因此轮胎气压升高属正常现象。行驶后请勿降低轮胎气压。
●乘员和行李重量应均匀分布以保持车辆平衡。
294
警告
■正确充气是保持轮胎性能的关 键
保持适当的轮胎气压。
如果轮胎气压不当，则可能出现下列情况，从而引发事故并导致严重伤害甚至死亡 :
●过度磨损
●不均匀磨损
●操控性差
●可能因轮胎过热而爆胎
●轮胎与车轮之间漏气
●轮毂变形和/或轮胎损坏
●行驶时轮胎更容易损坏（因不良路况、道路伸缩缝和道路上的尖锐边缘等）
车轮
如果车轮弯曲、破裂或严重腐蚀，则应进行更换。否则，轮胎可能从车轮上脱离或导致车辆失控。
选择车轮
更换车轮时，须注意确保换上的车轮与拆下的车轮具有相同的承载能力、直径、轮辋宽度和内偏距<sup>\*</sup>。
丰田汽车经销商可提供替换车轮。
<sup>\*</sup>:通常称为偏置距。","294,295","page_number,text"
"轮胎可能从车轮上脱离或导致车辆失控。
选择车轮
更换车轮时，须注意确保换上的车轮与拆下的车轮具有相同的承载能力、直径、轮辋宽度和内偏距<sup>\*</sup>。
丰田汽车经销商可提供替换车轮。
<sup>\*</sup>:通常称为偏置距。
丰田公司建议不要使用以下车
轮 :www.carobook.com
注意
■检查和调节轮胎气压时
务必将轮胎气门嘴盖装回原位。如果未安装气门嘴盖，污物或湿气可能进入气门嘴并导致漏气，从而造成轮胎气压降低。
不同规格或类型的车轮
 旧车轮
校正过的弯曲车轮
■更换车轮时
本车车轮配备轮胎压力警告阀和发射器，以便轮胎压力警告系统在轮胎气压降低时提前发出警告。无论何时更换车轮，都必须安装轮胎压力警告阀和发射器。(P.287)
警告
■更换车轮时
●请勿使用与《用户手册》推荐规格不同的车轮，否则可能导致车辆失控。
295
保养和维护
警告
●无内胎轮胎发生漏气后，切勿为其安装内胎。否则可能引发事故，从而导致严重伤害甚至死亡。
■安装轮毂螺母时
切勿在轮毂螺栓或轮毂螺母上涂抹机油或润滑脂。
机油和润滑脂可能会导致轮毂螺母过紧，造成螺栓或辐板式轮毂损坏 此外 机油或润滑脂可能导致轮毂螺母松动，造成车轮脱落，从而引发事故并导致严重伤害甚至死亡。清除轮毂螺栓或轮毂螺母上的所有机油或润滑脂。
手。","295,296","aside_text,page_number,text"
"毂螺栓或轮毂螺母上涂抹机油或润滑脂。
机油和润滑脂可能会导致轮毂螺母过紧，造成螺栓或辐板式轮毂损坏 此外 机油或润滑脂可能导致轮毂螺母松动，造成车轮脱落，从而引发事故并导致严重伤害甚至死亡。清除轮毂螺栓或轮毂螺母上的所有机油或润滑脂。
手。
对轮胎进行换位、维修或更换后，请在行驶 1,600 km（公里）后检查并确认轮毂螺母仍然紧固。
使用轮胎防滑链时，小心不要损坏铝制轮毂。
平衡车轮时，只能使用丰田纯正平衡配重或同等产品，并使用塑料锤或橡胶锤。
■禁止使用有缺陷的车轮
请勿使用已破裂或变形的车轮。否则在驾驶过程中轮胎可能泄气，从而引发事故。
www.carobook.com
注意
■更换轮胎压力警告阀和发射器
●由于维修或更换轮胎可能会影响轮胎压力警告阀和发射器，因此请确保联系您的丰田汽车经销商或其他有资质的维修店维修或更换轮胎。此外，请确保在丰田汽车经销商处购买轮胎压力警告阀和发射器。
●确保车辆仅使用丰田纯正车轮。
使用非纯正车轮时，轮胎压力警告阀和发射器可能无法正常工作。
铝制轮毂注意事项
仅使用该铝制轮毂专用的丰田轮毂螺母和轮毂螺母扳
296
空调滤清器
必须定期更换空调滤清器以保持空调效能。
拆下空调滤清器
1 关闭发动机开关。
2 打开手套箱。滑下阻尼器。
3 <sub>向里推手套箱的外侧以脱</sub>www.ca开卡爪。然后拉出手套箱并脱开下部卡爪。","296,297","page_number,text"
"和轮毂螺母扳
296
空调滤清器
必须定期更换空调滤清器以保持空调效能。
拆下空调滤清器
1 关闭发动机开关。
2 打开手套箱。滑下阻尼器。
3 <sub>向里推手套箱的外侧以脱</sub>www.ca开卡爪。然后拉出手套箱并脱开下部卡爪。
4 解锁滤清器盖 ( )，拉动滤清器盖脱开卡爪 ( )，然后将其拆下。
6 从滤清器壳中拆下空调滤清器，并用新的更换。滤清器和滤清器壳上的 “ UP”标记应朝上。
■检查间隔
根据保养计划更换空调滤清器。(P.269) 在多尘或交通繁忙的地区，可能需要提前更换。
297
保养和维护
■如果通风口的气流明显减弱
滤清器可能堵塞。请检查滤清器，并在必要时更换。
注意
■使用空调系统时
确保始终安装了滤清器。
使用未安装滤清器的空调系统可能会损坏系统。
■防止损坏滤清器盖
沿箭头方向移动滤清器盖将其打开时，注意不要对卡爪施加过大的力。否则，可能会损坏卡爪。
无线遥控/电子钥匙电池
如果电池电量耗尽，请用新 电池更换。
如果未正确执行下列程序，钥匙可能会损坏，因此建议由丰田汽车经销商更换钥匙电池。
■如果钥匙电池电量耗尽
可能会出现下列症状:
●智能进入和起动系统（若装备）及无线遥控不能正常工作。
●有效作用范围变小。
准备物品
 平头螺丝刀
<sub></sub> <sub>小型平头螺丝刀</sub>ook.com","297,298","aside_text,page_number,text"
"换钥匙电池。
■如果钥匙电池电量耗尽
可能会出现下列症状:
●智能进入和起动系统（若装备）及无线遥控不能正常工作。
●有效作用范围变小。
准备物品
 平头螺丝刀
<sub></sub> <sub>小型平头螺丝刀</sub>ook.com
锂电池CR2032（不带智能进入和起动系统的车辆）或CR2450（带智能进入和起动系统的车辆）
■使用锂电池 CR2032 或 CR2450
●可在丰田汽车经销商、当地电气设备商店或照相机器材商店购买电池。
●仅可使用制造商推荐的相同或同等产品进行更换。
●根据当地的法律法规处理旧电池。
298
更换电池
不带智能进入和起动系统的车辆
1 拆下钥匙盖。
用布包住平头螺丝刀头部，以防损坏钥匙。
2 拆下电池盖。 如果电池盖难以拆下，则撬起其 边缘以便拆卸。 www.ca
3 使用小型平头螺丝刀拆下电量耗尽的电池。插入新电池，确保 “+”极端子朝
上。
4 安装电池盖，确保标签朝上。将电池盖完全推入钥匙内。
5 安装钥匙盖。
将钥匙盖与钥匙对准，然后将钥匙盖按到钥匙内。确保钥匙盖与钥匙之间没有间隙，钥匙盖安装牢固。
6 操作 或 开关，检查并确认可锁止/解锁车门。
299
保养和维护
 带智能进入和起动系统的车 辆
1 解除锁止并取出机械钥匙。
2 拆下钥匙盖。
用布包住平头螺丝刀头部，以防损坏钥匙。
3 使用小型平头螺丝刀拆下电量耗尽的电池。","298,299,300","aside_text,page_number,text"
"固。
6 操作 或 开关，检查并确认可锁止/解锁车门。
299
保养和维护
 带智能进入和起动系统的车 辆
1 解除锁止并取出机械钥匙。
2 拆下钥匙盖。
用布包住平头螺丝刀头部，以防损坏钥匙。
3 使用小型平头螺丝刀拆下电量耗尽的电池。
拆下盖时，电子钥匙模块可能附在盖上且可能无法看到电池。在此情况下，拆除电子钥匙模块以便拆下电池。
插入新电池，确保 “+”极端子朝
上。
4 安装钥匙盖和机械钥匙时，按相反的方向执行步骤2和 1。
5 操作 或 开关，检查并确认可锁止/解锁车门。
警告
■电池注意事项
请遵守下列注意事项。否则可能ook.com导致严重伤害甚至死亡。
●请勿吞食电池。否则可能导致化学灼伤。
●无线遥控/电子钥匙中使用硬币电池或纽扣电池。如果吞食电池，则可能在短短2小时内造成严重的化学灼伤，并可能导致严重伤害甚至死亡。
●请将新电池和拆下的电池放在儿童触及不到的地方。
●如果电池盖无法盖严，请停止使用无线遥控/电子钥匙，并将钥匙存放在儿童触及不到的地方，然后请联系您的丰田汽车经销商。
●如果意外吞食电池或电池进入体内，请立即就医。
300
警告
■防止电池爆炸或泄漏易燃液体或气体
●用相同类型的新电池进行更换。如果使用类型不同的电池，则其可能爆炸。
●请勿将电池暴露在因高海拔或 极高温度导致的压力极低的环 境下。
●请勿燃烧、损坏或切割电池。
注意
■更换电池时","300,301","page_number,text"
"医。
300
警告
■防止电池爆炸或泄漏易燃液体或气体
●用相同类型的新电池进行更换。如果使用类型不同的电池，则其可能爆炸。
●请勿将电池暴露在因高海拔或 极高温度导致的压力极低的环 境下。
●请勿燃烧、损坏或切割电池。
注意
■更换电池时
使用合适尺寸的平头螺丝刀。施加过大的力可能导致盖变形或损坏。
■为保证更换电池后钥匙能正常工作 www.carob
请遵守下列注意事项以免发生事故 :
●务必干手操作。
湿气可能导致电池生锈。
●请勿触摸或移动遥控钥匙内的其他任何部件。
●请勿弯曲电池任一端子。
检查和更换保险丝
如果有任何电气部件不工作，则某个保险丝可能已熔断。如果发生此情况，需进行检查并在必要时更换保险丝。
检查和更换保险丝
1 关闭发动机开关。
2 打开保险丝盒盖。
 发动机舱
朝里按凸舌，并掀起盒盖。
 驾驶员侧仪表板下方
拆下盒盖。
拆卸/安装盒盖时，确保按下卡爪。
301
保养和维护
3 使用拔出工具拆下保险丝。仅A 型保险丝可以使用拔出工具拆下。
4 检查保险丝是否熔断。
用具有适当额定安培值的新保险丝更换熔断的保险丝。保险丝盒盖上标有额定安培值。
正常的保险丝
熔断的保险丝
 C 型
正常的保险丝
熔断的保险丝
 D 型
 A 型
正常的保险丝正常的保险丝熔断的保险丝
熔断的保险丝
 B 型
■更换保险丝后
●安装保险丝盒盖时，确保凸舌牢固安装。","301,302","aside_text,page_number,text"
"保险丝盒盖上标有额定安培值。
正常的保险丝
熔断的保险丝
 C 型
正常的保险丝
熔断的保险丝
 D 型
 A 型
正常的保险丝正常的保险丝熔断的保险丝
熔断的保险丝
 B 型
■更换保险丝后
●安装保险丝盒盖时，确保凸舌牢固安装。
●如果更换保险丝后车灯仍不亮，则可能需要更换灯泡。(P.303)
●如果更换的保险丝再次熔断，请 联系您的丰 汽车经销商检查车 辆。
■如果电路过载
保险丝会熔断，以防损坏线束。
302
■更换灯泡时
丰田公司建议使用为本车专门设计的丰田纯正产品。
因为某些灯泡与防过载电路相连，所以非纯正零件或非本车专用零件可能不可用。
警告
■防止系统出现故障和车辆起火
请遵守下列注意事项。
否则可能导致车辆损坏、起火或人身伤害。
●切勿使用高于额定安培值的保险丝，或用其他任何物品代替保险丝。
●务必使用丰田纯正保险丝或同等产品。切勿用导线代替保险丝，即使是临时替代也不允许。
灯泡
您可自行更换下列灯泡。不同的灯泡更换难度不同。如果所需灯泡难以更换，请联系您的丰田汽车经销商。
有关更换其他灯泡的更多信息，请联系您的丰田汽车经销商。
灯泡更换准备工作
检查待更换灯泡的瓦数。 (P.357)
<sub>P.102●请勿改装保险丝或保险丝盒。</sub>www.carobook.co禁用电动背门系统（若装备）
注意
■更换保险丝前","302,303","page_number,text"
"的更多信息，请联系您的丰田汽车经销商。
灯泡更换准备工作
检查待更换灯泡的瓦数。 (P.357)
<sub>P.102●请勿改装保险丝或保险丝盒。</sub>www.carobook.co禁用电动背门系统（若装备）
注意
■更换保险丝前
请尽快联系您的丰田汽车经销商确定电气过载的原因并进行维修。
灯泡位置
■ 前
前照灯（灯泡型）
日间行车灯/前位灯（灯泡型）
前转向信号灯（灯泡型）
303
保养和维护
后转向信号灯
倒车灯
■ 需要由丰田汽车经销商更换的灯泡
前照灯（LED型）
日间行车灯/前位灯（LED型）
 前转向信号灯（LED 型）
 前雾灯（若装备）
 侧转向信号灯
 刹车灯
 尾灯
 后雾灯
 高位刹车灯
 牌照灯
■LED 灯泡
下述以外的每个车灯均由多个 LED组成。如果任一 LED烧坏，请到丰田汽车经销商处更换车灯。
●前照灯（灯泡型）
●日间行车灯/前位灯（灯泡型）
●前转向信号灯（灯泡型）
●后转向信号灯
●倒车灯
■透镜内侧附有冷凝水
前照灯透镜内侧暂时有冷凝水出现并不表示故障。在下列情况下，请联系您的丰田汽车经销商获取更多信息:
●透镜内侧凝结有较大的水滴。
●前照灯内凝结有水。
■更换灯泡时
P.303
更换灯泡
■ 前照灯（灯泡型）
1 按下锁定释放装置的同时 断开连接器。
2 逆时针转动灯泡并将其拆下。
3 插入新灯泡。","303,304","aside_text,page_number,text"
